"","JULDAY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SNOWMELT","POOLDEP","PCTWET","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP"
"64",3,900,31.6456680297852,28.9716186523438,29.0923175811768,33.9065551757812,0.829738438129425,5.83947801589966,0,0,0,41.6229019165039,307.868560791016,20.4609375,0,0,0,0
"65",3,960,29.7664165496826,27.6576538085938,30.7680225372314,34.7678909301758,0.799723386764526,5.62823963165283,0,0,0,55.2922515869141,223.630310058594,18.9396362304688,0,0,0,0
"66",3,1020,27.5306587219238,26.125244140625,32.8038558959961,35.6292266845703,0.769708335399628,5.41700172424316,0,0,0,68.7806015014648,128.724533081055,17.1722106933594,0,0,0,0
"67",3,1080,25.2329044342041,24.6214599609375,35.1837768554688,36.4905624389648,0.739693284034729,5.2057638168335,0,0,0,81.9916076660156,30.8427314758301,15.4090881347656,0,0,0,0
"68",3,1140,24.0049953460693,23.6916809082031,36.6547393798828,37.3519020080566,0.709678113460541,4.99452590942383,0,0,0,90,0.121420115232468,14.2269287109375,0,0,0,0
"69",3,1200,23.4386787414551,23.1475219726562,37.5472297668457,38.2132377624512,0.679663121700287,4.783287525177,0,0,0,90,0,13.4436340332031,0,0,0,0
"70",3,1260,23.0203475952148,22.7347717285156,38.4043159484863,39.0745735168457,0.649648129940033,4.57204961776733,0,0,0,90,0,12.7977905273438,0,0,0,0
"71",3,1320,22.6989612579346,22.4216918945312,39.2690696716309,39.9359092712402,0.619632959365845,4.36081171035767,0,0,0,90,0,12.259033203125,0,0,0,0
"72",3,1380,22.4508743286133,22.1842346191406,40.1407165527344,40.7972450256348,0.589617908000946,4.149573802948,0,0,0,90,0,11.8040771484375,0,0,0,0
"73",4,0,22.2580795288086,22.0040893554688,41.0187683105469,41.6585807800293,0.559602916240692,3.93833589553833,0,0,0,90,0,11.4150390625,0,0,0,0
"74",4,60,22.1574535369873,21.8958835601807,44.4311943054199,45.1455688476562,0.516229033470154,3.63308167457581,0,0,0,90,0,11.3880004882812,0,0,0,0
"75",4,120,22.064058303833,21.7876796722412,47.8191528320312,48.6325531005859,0.472855031490326,3.32782745361328,0,0,0,90,0,11.3626403808594,0,0,0,0
"76",4,180,21.9734954833984,21.6794738769531,51.192008972168,52.1195411682129,0.429481148719788,3.02257347106934,0,0,0,90,0,11.3391723632812,0,0,0,0
"77",4,240,22.1203155517578,21.5712699890137,53.7730522155762,55.6065292358398,0.127465113997459,0.897065401077271,0,0,0,90,0,11.3176574707031,0,0,0,0
"78",4,300,21.2337303161621,21.4630641937256,53.8912963867188,53.1389770507812,0.116657875478268,0.821007072925568,0,0,0,90,0.240764006972313,5.85662841796875,0,0,0,0
"79",4,360,22.8736114501953,21.8681030273438,49.9866561889648,53.1389770507812,0.163865134119987,1.15323913097382,0,0,0,82.0240859985352,65.5964202880859,6.4173583984375,0,0,0,0
"80",4,420,28.3622817993164,23.6284790039062,36.4767303466797,48.2667198181152,0.211072370409966,1.48547101020813,0,0,0,68.8052978515625,280.261138916016,8.32159423828125,0,0,0,0
"81",4,480,34.3007507324219,26.4736328125,26.7993545532227,41.9478874206543,0.258279651403427,1.81770312786102,0,0,0,55.3099098205566,497.00537109375,11.3933410644531,0,0,0,0
"82",4,540,40.0204544067383,29.9450073242188,20.4038867950439,35.6290512084961,0.305486887693405,2.14993524551392,0,0,0,41.6337699890137,698.739074707031,15.1252746582031,0,0,0,0
"83",4,600,44.5703659057617,33.4828491210938,16.1580848693848,29.3102188110352,0.352694183588028,2.48216724395752,0,0,0,27.8470706939697,838.852294921875,18.6180114746094,0,0,0,0
"84",4,660,47.3334350585938,36.5169067382812,9.4397668838501,16.672550201416,0.399901360273361,2.81439900398254,0,0,0,14.0255289077759,908.253845214844,18.470703125,0,0,0,0
"85",4,720,48.4449234008789,38.5579223632812,9.9714994430542,16.672550201416,0.494315922260284,3.47886323928833,0,0,0,1.77982234954834,941.024841308594,21.26513671875,0,0,0,0
"86",4,780,48.9501800537109,39.2769165039062,11.0262584686279,18.1919841766357,0.494315922260284,3.47886323928833,0,0,0,14.0255298614502,911.844909667969,22.931640625,0,0,0,0
"87",4,840,47.5795402526855,38.5579223632812,12.31374168396,19.7114181518555,0.477640867233276,3.36150884628296,0,0,0,27.8470706939697,818.567260742188,22.5712280273438,0,0,0,0
"88",4,900,44.2724952697754,36.5169067382812,14.0568952560425,21.2308540344238,0.460965782403946,3.24415421485901,0,0,0,41.6337699890137,673.791015625,20.3244323730469,0,0,0,0
"89",4,960,39.2128486633301,33.4828491210938,16.6232280731201,22.7502861022949,0.44429075717926,3.12679982185364,0,0,0,55.3099098205566,473.710052490234,16.6357116699219,0,0,0,0
"90",4,1020,33.331672668457,29.9450073242188,20.0294075012207,24.2697219848633,0.427615731954575,3.00944542884827,0,0,0,68.8052978515625,264.090301513672,12.1825256347656,0,0,0,0
"91",4,1080,27.376148223877,26.4736328125,24.4574947357178,25.789155960083,0.410940676927567,2.89209079742432,0,0,0,82.0240859985352,61.1225662231445,7.763916015625,0,0,0,0
"92",4,1140,25.1371154785156,25.2472839355469,27.4882431030273,27.3085899353027,0.394265621900558,2.77473640441895,0,0,0,90,0.225986003875732,6.446533203125,0,0,0,0
"93",4,1200,24.8900203704834,25.158203125,29.2924976348877,28.8280239105225,0.377590626478195,2.65738201141357,0,0,0,90,0,6.702880859375,0,0,0,0
"94",4,1260,24.7706069946289,25.0906372070312,30.9322948455811,30.3474578857422,0.360915571451187,2.5400276184082,0,0,0,90,0,6.97268676757812,0,0,0,0
"95",4,1320,24.6798000335693,25.0393676757812,32.557975769043,31.8668937683105,0.344240516424179,2.42267322540283,0,0,0,90,0,7.25057983398438,0,0,0,0
"96",4,1380,24.6108093261719,25.00048828125,34.1720848083496,33.3863296508789,0.327565550804138,2.30531859397888,0,0,0,90,0,7.53268432617188,0,0,0,0
"97",5,0,24.5556621551514,24.9709777832031,35.7822761535645,34.90576171875,0.31089049577713,2.18796420097351,0,0,0,90,0,7.81610107421875,0,0,0,0
"98",5,60,24.4417304992676,24.9532585144043,37.2196311950684,36.0993537902832,0.260310500860214,1.83199572563171,0,0,0,90,0,7.69854736328125,0,0,0,0
"99",5,120,24.3050765991211,24.9355411529541,38.7253036499023,37.2929458618164,0.209730505943298,1.47602736949921,0,0,0,90,0,7.59506225585938,0,0,0,0
"100",5,180,24.1383457183838,24.9178218841553,40.3236389160156,38.4865341186523,0.159150511026382,1.12005889415741,0,0,0,90,0,7.50509643554688,0,0,0,0
"101",5,240,24.1741256713867,24.9001045227051,41.4413375854492,39.6801261901855,0.148709267377853,1.04657626152039,0,0,0,90,0,8.40518188476562,0,0,0,0
"102",5,300,23.3933849334717,24.8823852539062,22.0373783111572,20.1538848876953,0.135992079973221,0.957075953483582,0,0,0,90,0.21768556535244,3.2708740234375,0,0,0,0
"103",5,360,24.9740886688232,25.240966796875,20.4767761230469,20.1538848876953,0.191080793738365,1.34477567672729,0,0,0,82.05908203125,61.9487495422363,3.51611328125,0,0,0,0
"104",5,420,29.8428554534912,26.7315368652344,15.4294090270996,18.4891033172607,0.246169522404671,1.73247528076172,0,0,0,68.8319854736328,257.973754882812,5.978515625,0,0,0,0
"105",5,480,34.8252182006836,29.1424560546875,11.8374090194702,16.3246612548828,0.301258265972137,2.12017512321472,0,0,0,55.3290710449219,443.181640625,9.38180541992188,0,0,0,0
"106",5,540,39.4315223693848,32.0848999023438,9.4532413482666,14.1602191925049,0.356346964836121,2.50787472724915,0,0,0,41.6456909179688,601.887512207031,13.3316955566406,0,0,0,0
"107",5,600,42.9848327636719,35.0841979980469,7.84842586517334,11.995777130127,0.411435663700104,2.89557456970215,0,0,0,27.8511505126953,696.157775878906,17.1801452636719,0,0,0,0
"108",5,660,44.8948287963867,37.6566467285156,5.2306752204895,7.66689300537109,0.466524362564087,3.28327417373657,0,0,0,14.0177907943726,693.473205566406,20.3235168457031,0,0,0,0
"109",5,720,45.9138031005859,39.3872375488281,5.44967889785767,7.66689300537109,0.576701760292053,4.05867338180542,0,0,0,1.67491245269775,718.512817382812,22.354736328125,0,0,0,0
"110",5,780,46.4004096984863,39.9968872070312,5.86483860015869,8.18718433380127,0.576701760292053,4.05867338180542,0,0,0,14.0177907943726,703.705627441406,23.0926208496094,0,0,0,0
"111",5,840,45.3734321594238,39.3872375488281,6.36289215087891,8.70747566223145,0.557247638702393,3.92176008224487,0,0,0,27.8511505126953,638.335815429688,22.3886108398438,0,0,0,0
"112",5,900,42.7928771972656,37.6566467285156,7.02046251296997,9.22776699066162,0.537793397903442,3.78484630584717,0,0,0,41.6456909179688,530.786682128906,20.3285522460938,0,0,0,0
"113",5,960,38.8170471191406,35.0841979980469,7.95318698883057,9.7480583190918,0.518339216709137,3.64793300628662,0,0,0,55.3290710449219,376.817840576172,17.223388671875,0,0,0,0
"114",5,1020,34.1654052734375,32.0848999023438,9.13763809204102,10.268349647522,0.498885065317154,3.5110194683075,0,0,0,68.8319854736328,211.954147338867,13.5596923828125,0,0,0,0
"115",5,1080,29.4379177093506,29.1424560546875,10.6062517166138,10.7886409759521,0.479430824518204,3.37410616874695,0,0,0,82.05908203125,49.2825202941895,9.92022705078125,0,0,0,0
"116",5,1140,27.3757209777832,27.7965087890625,11.5905361175537,11.3089323043823,0.459976553916931,3.23719239234924,0,0,0,90,0.177361860871315,8.19845581054688,0,0,0,0
"117",5,1200,26.7824859619141,27.3263244628906,12.2128486633301,11.8292236328125,0.440522372722626,3.10027885437012,0,0,0,90,0,7.54034423828125,0,0,0,0
"118",5,1260,26.3674716949463,26.9696350097656,12.7950639724731,12.3495149612427,0.42106819152832,2.96336555480957,0,0,0,90,0,7.01809692382812,0,0,0,0
"119",5,1320,26.0387439727783,26.6990051269531,13.3809757232666,12.8698062896729,0.401613980531693,2.82645177841187,0,0,0,90,0,6.60037231445312,0,0,0,0
"120",5,1380,25.7757377624512,26.4936828613281,13.970440864563,13.390097618103,0.382159739732742,2.68953847885132,0,0,0,90,0,6.2633056640625,0,0,0,0
"121",6,0,25.5593719482422,26.3379211425781,14.5663080215454,13.9103889465332,0.362705558538437,2.55262494087219,0,0,0,90,0,5.9886474609375,0,0,0,0
"122",6,60,25.2943534851074,26.2443542480469,15.9914970397949,15.1160707473755,0.277483493089676,1.9528546333313,0,0,0,90,0,5.82028198242188,0,0,0,0
"123",6,120,24.9512748718262,26.1507873535156,17.5262565612793,16.3217525482178,0.192261397838593,1.35308444499969,0,0,0,90,0,5.65625,0,0,0,0
"124",6,180,24.4546051025391,26.057222366333,19.280818939209,17.5274353027344,0.10703931748867,0.753314137458801,0,0,0,90,0,5.49722290039062,0,0,0,0
"125",6,240,24.820463180542,25.9636554718018,20.0500888824463,18.7331161499023,0.25068137049675,1.76422846317291,0,0,0,90,0,5.3436279296875,0,0,0,0
"126",6,300,24.6857738494873,25.8700885772705,24.4026470184326,22.7427291870117,0.229047626256943,1.61197602748871,0,0,0,90,0.210931330919266,5.32977294921875,0,0,0,0
"127",6,360,26.026912689209,26.1510009765625,22.9101829528809,22.7427291870117,0.32193598151207,2.26569962501526,0,0,0,82.0966110229492,62.3107414245605,5.53549194335938,0,0,0,0
"128",6,420,29.8444881439209,27.3997802734375,18.2797889709473,21.0643138885498,0.414824336767197,2.91942310333252,0,0,0,68.8606338500977,263.102416992188,7.4600830078125,0,0,0,0
"129",6,480,33.7830352783203,29.4212341308594,14.7392635345459,18.8763103485107,0.507712721824646,3.57314658164978,0,0,0,55.3497314453125,456.601898193359,10.1806335449219,0,0,0,0
"130",6,540,37.4936103820801,31.8890991210938,12.2316942214966,16.6883087158203,0.600601017475128,4.22687005996704,0,0,0,41.6586875915527,626.539367675781,13.3846740722656,0,0,0,0
"131",6,600,40.4375839233398,34.4051818847656,10.4481611251831,14.5003061294556,0.6934894323349,4.88059377670288,0,0,0,27.8559246063232,732.713806152344,16.5152587890625,0,0,0,0
"132",6,660,42.1821365356445,36.5633544921875,7.49320983886719,10.1243009567261,0.786377847194672,5.53431701660156,0,0,0,14.0103721618652,748.594787597656,18.8286743164062,0,0,0,0
"133",6,720,43.0116729736328,38.0153503417969,7.76444244384766,10.1243009567261,0.972154557704926,6.84176445007324,0,0,0,1.56272792816162,775.645812988281,20.6033935546875,0,0,0,0
"134",6,780,43.4104690551758,38.5268859863281,8.22378158569336,10.6500692367554,0.972154557704926,6.84176445007324,0,0,0,14.0103721618652,757.122253417969,21.298828125,0,0,0,0
"135",6,840,42.5589485168457,38.0153503417969,8.77601337432861,11.1758365631104,0.939360439777374,6.6109676361084,0,0,0,27.8559246063232,684.507934570312,20.7347106933594,0,0,0,0
"136",6,900,40.4236869812012,36.5633544921875,9.5033655166626,11.7016048431396,0.906566083431244,6.38016986846924,0,0,0,41.6586875915527,567.274719238281,18.9902038574219,0,0,0,0
"137",6,960,37.1763610839844,34.4051513671875,10.4993600845337,12.2273721694946,0.873771905899048,6.14937305450439,0,0,0,55.3497314453125,401.309753417969,16.3392944335938,0,0,0,0
"138",6,1020,33.3928642272949,31.8890991210938,11.7182769775391,12.7531404495239,0.840977609157562,5.91857624053955,0,0,0,68.8606338500977,224.803253173828,13.2074584960938,0,0,0,0
"139",6,1080,29.5792980194092,29.4212341308594,13.158540725708,13.2789077758789,0.808183431625366,5.68777847290039,0,0,0,82.0966110229492,51.827953338623,10.1020812988281,0,0,0,0
"140",6,1140,27.651834487915,27.9842529296875,14.0750522613525,13.8046760559082,0.775389134883881,5.45698165893555,0,0,0,90,0.178854808211327,8.27325439453125,0,0,0,0
"141",6,1200,26.8146533966064,27.1963195800781,14.6551609039307,14.3304443359375,0.742594957351685,5.2261848449707,0,0,0,90,0,7.25396728515625,0,0,0,0
"142",6,1260,26.1946487426758,26.5984497070312,15.2142610549927,14.8562116622925,0.709800720214844,4.9953875541687,0,0,0,90,0,6.46817016601562,0,0,0,0
"143",6,1320,25.7155513763428,26.1448669433594,15.7778739929199,15.3819789886475,0.677006483078003,4.7645902633667,0,0,0,90,0,5.861083984375,0,0,0,0
"144",6,1380,25.3379688262939,25.8006896972656,16.350643157959,15.9077472686768,0.644212245941162,4.53379344940186,0,0,0,90,0,5.39071655273438,0,0,0,0
"145",7,0,25.0478630065918,25.53955078125,16.9211807250977,16.4335155487061,0.611417949199677,4.30299663543701,0,0,0,90,0,5.02523803710938,0,0,0,0
"146",7,60,24.8506965637207,25.3826751708984,19.9911689758301,19.3677711486816,0.529127180576324,3.72385621070862,0,0,0,90,0,5.27487182617188,0,0,0,0
"147",7,120,24.6464824676514,25.2257995605469,23.0860195159912,22.3020248413086,0.446836471557617,3.14471554756165,0,0,0,90,0,5.48092651367188,0,0,0,0
"148",7,180,24.4280014038086,25.0689239501953,26.220983505249,25.2362804412842,0.364545702934265,2.56557512283325,0,0,0,90,0,5.658935546875,0,0,0,0
"149",7,240,24.1261157989502,24.9120464324951,29.5267276763916,28.1705360412598,0.242183700203896,1.70442414283752,0,0,0,90,0,5.81869506835938,0,0,0,0
"150",7,300,24.6102714538574,24.7551708221436,53.8178100585938,53.3538398742676,0.221081495285034,1.55591261386871,0,0,0,90,0.196033716201782,11.4620361328125,0,0,0,0
"151",7,360,25.8210182189941,25.0353393554688,50.9204635620117,53.3538398742676,0.310846358537674,2.18765354156494,0,0,0,82.1366500854492,60.5583152770996,11.7565612792969,0,0,0,0
"152",7,420,29.5057544708252,26.3487548828125,40.9931793212891,49.2774772644043,0.400611191987991,2.81939458847046,0,0,0,68.8912811279297,253.872756958008,13.4266052246094,0,0,0,0
"153",7,480,33.3397064208984,28.4766235351562,33.306568145752,43.9483261108398,0.490376025438309,3.4511353969574,0,0,0,55.3719253540039,434.804962158203,15.9536437988281,0,0,0,0
"154",7,540,36.9695434570312,31.0753173828125,27.809757232666,38.6191711425781,0.580140829086304,4.08287620544434,0,0,0,41.6728172302246,587.534118652344,18.9900817871094,0,0,0,0
"155",7,600,39.8435020446777,33.7252197265625,23.8381690979004,33.2900161743164,0.669905602931976,4.71461725234985,0,0,0,27.8614711761475,675.329284667969,21.9497985839844,0,0,0,0
"156",7,660,41.4104766845703,35.9984741210938,16.912784576416,22.6317043304443,0.759670555591583,5.34635829925537,0,0,0,14.0034027099609,662.225952148438,23.8754272460938,0,0,0,0
"157",7,720,42.3144454956055,37.5280151367188,17.5318832397461,22.6317043304443,0.939200103282928,6.60983991622925,0,0,0,1.44265747070312,686.176696777344,25.6947021484375,0,0,0,0
"158",7,780,42.7795600891113,38.06689453125,18.6136035919189,23.911792755127,0.939200103282928,6.60983991622925,0,0,0,14.0034027099609,673.423461914062,26.4520568847656,0,0,0,0
